,price,powerStatusD,furnishedD,bathD,transactionTypeD,propTypeD,bedroomD,waterStatus,isPrimeLocProp,floorNo,floors,amenitiesCount,floorRatio
212,22500000,No/Rare Powercut,Furnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,12.0,35.0,15.0,0.34285714285714286
213,37000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,7.0,10.0,0.42857142857142855
214,41000000,No/Rare Powercut,Semi-Furnished,4,Resale,Residential House,5,Water Availability 24 Hours Available,N,0.0,2.0,12.0,0.0
215,18000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,13.0,20.0,18.0,0.65
216,35000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,14.0,15.0,2.0,0.9333333333333333
217,58000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,3.0,5.0,0.6666666666666666
218,25000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,1.0,15.0,20.0,0.06666666666666667
219,12200000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,12.0,47.0,21.0,0.2553191489361702
220,8500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,7.0,17.0,11.0,0.4117647058823529
221,13100000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,7.0,12.0,4.0,0.5833333333333334
222,12400000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,12.0,14.0,35.0,0.8571428571428571
223,32500000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,10.0,24.0,17.0,0.4166666666666667
224,29600000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,5.0,19.0,7.0,0.2631578947368421
225,35000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,12.0,36.0,22.0,0.3333333333333333
226,31000000,No/Rare Powercut,Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,5.0,12.0,12.0,0.4166666666666667
227,69000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,11.0,14.0,0.45454545454545453
228,5000000,No/Rare Powercut,Furnished,2,Resale,Builder Floor Apartment,2,Water Availability 24 Hours Available,Y,2.0,5.0,14.444773175542407,0.4
229,7500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,16.0,30.0,29.0,0.5333333333333333
230,5900000,No/Rare Powercut,Semi-Furnished,4,New Property,Apartment,3,Water Availability 24 Hours Available,Y,38.0,67.0,23.0,0.5671641791044776
231,5600000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,6.0,7.0,12.0,0.8571428571428571
232,29000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,4.0,18.0,9.0,0.2222222222222222
233,22000000,No/Rare Powercut,Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,3.0,3.0,16.0,1.0
234,3500000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,24.0,40.0,11.0,0.6
235,5300000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,11.0,15.0,12.0,0.7333333333333333
236,3800000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,1.0,6.0,7.0,0.16666666666666666
237,19000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,10.0,0.49096401229102654
238,36000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,7.0,7.0,4.0,1.0
239,28500000,No/Rare Powercut,Unfurnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,21.0,42.0,16.0,0.5
240,19000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,9.0,14.0,18.0,0.6428571428571429
241,13000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,7.0,11.0,22.0,0.6363636363636364
242,25000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,3.0,3.0,9.0,1.0
243,12900000,No/Rare Powercut,Semi-Furnished,2,Resale,Residential House,1,Water Availability 24 Hours Available,Y,0.0,1.0,4.0,0.0
244,27600000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,24.0,0.49096401229102654
245,14750000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,2.0,15.0,8.0,0.13333333333333333
246,3600000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,4.0,6.0,2.0,0.6666666666666666
247,23400000,No/Rare Powercut,Furnished,3,Resale,Penthouse,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,18.0,0.49096401229102654
248,24800000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,2,Water Availability 24 Hours Available,N,13.0,13.0,8.0,1.0
249,22500000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,3.0,23.0,12.0,0.13043478260869565
250,15000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,-1.0,23.0,24.0,-0.043478260869565216
251,21000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,5.0,8.0,3.0,0.625
252,10500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,3.0,7.0,8.0,0.42857142857142855
253,29000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,12.0,0.49096401229102654
254,7800000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,4.0,7.0,12.0,0.5714285714285714
255,16200000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,17.0,20.0,23.0,0.85
256,21000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,4.0,7.0,6.0,0.5714285714285714
257,6800000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,2.0,7.0,15.0,0.2857142857142857
258,57500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,17.0,0.49096401229102654
259,57000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,1.0,17.0,5.0,0.058823529411764705
260,17300000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,31.0,32.0,25.0,0.96875
261,18200000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,8.0,22.0,11.0,0.36363636363636365
262,17500000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,-1.0,23.0,5.0,-0.043478260869565216
263,15000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,2,Water Availability 24 Hours Available,Y,7.0,17.0,15.0,0.4117647058823529
264,20000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,33.0,41.0,18.0,0.8048780487804879
265,27500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,1.0,7.0,7.0,0.14285714285714285
266,24000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,10.0,19.0,0.2
267,48000000,No/Rare Powercut,Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,N,3.0,15.0,24.0,0.2
268,21000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,6.0,20.0,7.0,0.3
269,27000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,3.0,4.0,14.444773175542407,0.75
270,28000000,No/Rare Powercut,Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,7.0,7.0,11.0,1.0
271,18500000,No/Rare Powercut,Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,7.0,7.0,16.0,1.0
272,19000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,13.0,14.0,19.0,0.9285714285714286
273,11000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,17.0,23.0,7.0,0.7391304347826086
274,22500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,2.0,3.0,10.0,0.6666666666666666
275,4000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,3,Water Availability 24 Hours Available,Y,1.0,16.0,8.0,0.0625
276,82500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,4.0,7.0,9.0,0.5714285714285714
277,25000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,2.0,40.0,13.0,0.05
278,6000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,15.0,22.0,13.0,0.6818181818181818
279,7900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,4.0,11.0,5.0,0.36363636363636365
280,8000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,2,Water Availability 24 Hours Available,N,3.0,6.0,13.0,0.5
281,25000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,6.0,7.0,8.0,0.8571428571428571
282,35000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,1.0,4.0,5.0,0.25
283,24000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,22.0,12.0,0.3181818181818182
284,11200000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,22.0,19.0,0.45454545454545453
285,23000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,12.0,0.49096401229102654
286,26000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,3.0,6.0,0.6666666666666666
287,5190000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,6.0,5.0,0.3333333333333333
288,15500000,No/Rare Powercut,Furnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,4.0,11.0,4.0,0.36363636363636365
289,30000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,6.0,7.0,14.444773175542407,0.8571428571428571
290,9900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,27.0,54.0,19.0,0.5
291,19000000,No/Rare Powercut,Unfurnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,8.0,14.0,15.0,0.5714285714285714
292,14200000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.0,22.0,13.0,0.4090909090909091
293,6600000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,11.0,24.0,12.0,0.4583333333333333
294,7200000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,3.0,3.0,12.0,1.0
295,11000000,No/Rare Powercut,Furnished,1,Resale,Builder Floor Apartment,2,Water Availability 24 Hours Available,Y,3.0,3.0,5.0,1.0
296,18481500,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,11.0,45.0,20.0,0.24444444444444444
297,85000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,10.0,15.0,21.0,0.6666666666666666
298,15000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,14.0,15.0,9.0,0.9333333333333333
299,14000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,7.0,20.0,52.0,0.35
300,14000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,11.0,16.0,14.444773175542407,0.6875
301,9000000,No/Rare Powercut,Furnished,4,Resale,Apartment,3,Water Availability 24 Hours Available,N,12.0,12.0,8.0,1.0
302,7900000,No/Rare Powercut,Unfurnished,4,New Property,Apartment,3,Water Availability 24 Hours Available,Y,23.0,54.0,21.0,0.42592592592592593
303,9800000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,11.0,36.0,23.0,0.3055555555555556
304,10200000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,10.0,15.0,0.7
305,17000000,No/Rare Powercut,Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,N,3.0,7.0,12.0,0.42857142857142855
306,6500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,8.0,5.0,0.25
307,13000000,Less Than 2 Hour Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,5.0,20.0,26.0,0.25
308,17000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,17.0,19.0,11.0,0.8947368421052632
309,11200000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,3.0,0.49096401229102654
310,50000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,1.0,20.0,24.0,0.05
311,40000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,6.0,6.0,9.0,1.0
312,16500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,7.0,14.0,4.0,0.5
313,15000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,17.0,12.0,0.4117647058823529
314,27500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,4.0,4.0,0.5
315,27000000,No/Rare Powercut,Semi-Furnished,5,Resale,Apartment,4,Water Availability 24 Hours Available,Y,8.0,14.0,24.0,0.5714285714285714
316,34500000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,15.0,24.0,27.0,0.625
317,18700000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,24.0,16.0,0.4166666666666667
318,15700000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,18.0,25.0,27.0,0.72
319,25500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,8.0,8.0,10.0,1.0
320,65000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,10.0,37.0,30.0,0.2702702702702703
321,33000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,6.0,8.0,14.0,0.75
322,14599838,No/Rare Powercut,Semi-Furnished,1,New Property,Apartment,1,Water Availability 24 Hours Available,Y,-2.0,4.0,17.0,-0.5
323,32000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,6.0,7.0,15.0,0.8571428571428571
324,98164600,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,5.0,9.0,5.0,0.5555555555555556
325,30000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 1 Hour Available,Y,1.0,9.0,10.0,0.1111111111111111
326,17000000,No/Rare Powercut,Furnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,N,1.0,12.0,13.0,0.08333333333333333
327,32000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,7.0,7.0,8.0,1.0
328,100000000,No/Rare Powercut,Furnished,2,Resale,Residential House,1,Water Availability 24 Hours Available,N,4.0,4.0,5.0,1.0
329,26294000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,26.0,0.49096401229102654
330,31000000,No/Rare Powercut,Semi-Furnished,4,New Property,Apartment,3,Water Availability 24 Hours Available,Y,12.0,22.0,52.0,0.5454545454545454
331,16000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,4.0,15.0,23.0,0.26666666666666666
332,17000000,No/Rare Powercut,Furnished,2,Resale,Penthouse,2,Water Availability 24 Hours Available,N,7.0,7.0,6.0,1.0
333,15500000,No/Rare Powercut,Furnished,4,Resale,Apartment,3,Water Availability 24 Hours Available,Y,4.0,10.0,11.0,0.4
334,14500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,5.0,20.0,9.0,0.25
335,18000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,8.0,17.0,0.375
336,15500000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,2.0,11.0,11.0,0.18181818181818182
337,8200000,No/Rare Powercut,Unfurnished,1,Resale,Builder Floor Apartment,1,Water Availability 24 Hours Available,N,4.0,4.0,4.0,1.0
338,15000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,25.0,31.0,7.0,0.8064516129032258
339,11500000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,N,2.0,3.0,14.444773175542407,0.6666666666666666
340,9000000,No/Rare Powercut,Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,4.0,7.0,19.0,0.5714285714285714
341,12000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 6 Hours Available,N,5.0,15.0,15.0,0.3333333333333333
342,308000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,20.0,54.0,18.0,0.37037037037037035
343,19900000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,13.0,30.0,20.0,0.43333333333333335
344,19000000,No/Rare Powercut,Unfurnished,1,New Property,Apartment,1,Water Availability 24 Hours Available,Y,25.0,55.0,28.0,0.45454545454545453
345,210000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,20.0,23.0,9.0,0.8695652173913043
346,15800000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,5.0,8.0,10.0,0.625
347,30000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,50.0,18.0,0.2
348,120000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 12 Hours Available,N,2.0,7.0,3.0,0.2857142857142857
349,17500000,No/Rare Powercut,Furnished,2,Resale,Residential House,2,Water Availability 24 Hours Available,Y,3.0,4.0,8.0,0.75
350,19900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,3,Water Availability 24 Hours Available,Y,10.0,33.0,17.0,0.30303030303030304
351,36000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 1 Hour Available,Y,19.0,23.0,14.0,0.8260869565217391
352,18500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,15.0,24.0,25.0,0.625
353,97500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,3.0,9.0,15.0,0.3333333333333333
354,120000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,10.0,14.0,16.0,0.7142857142857143
355,30000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,0.0,6.0,2.0,0.0
356,16899440,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,5.0,10.0,4.0,0.5
357,25500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,3.0,13.0,17.0,0.23076923076923078
358,19700000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,31.0,65.0,17.0,0.47692307692307695
359,13900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,18.0,22.0,23.0,0.8181818181818182
360,105000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,2.0,14.0,26.0,0.14285714285714285
361,4800000,No/Rare Powercut,Semi-Furnished,4,Other,Apartment,3,Water Availability 24 Hours Available,Y,27.0,43.0,27.0,0.627906976744186
362,8000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,6.0,18.0,8.0,0.3333333333333333
363,10300000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,18.0,16.0,0.1111111111111111
364,100000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,14.444773175542407,0.49096401229102654
365,90000000,No/Rare Powercut,Unfurnished,10,Resale,Apartment,9,Water Availability 24 Hours Available,Y,48.0,48.0,28.0,1.0
366,12500000,No/Rare Powercut,Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,N,4.0,4.0,6.0,1.0
367,5737500,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,9.0,45.0,26.0,0.2
368,10200000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,23.0,33.0,26.0,0.696969696969697
369,6600000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,24.0,25.0,21.0,0.96
370,13000000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,18.0,45.0,43.0,0.4
371,15000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,27.0,45.0,24.0,0.6
372,6000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,11.0,30.0,24.0,0.36666666666666664
373,12100000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,23.0,52.0,18.0,0.4423076923076923
374,50000000,No/Rare Powercut,Semi-Furnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,8.0,21.0,5.0,0.38095238095238093
375,21500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,4.0,8.0,0.5
376,8700000,No/Rare Powercut,Semi-Furnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,11.0,13.0,11.0,0.8461538461538461
377,9200000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.0,24.0,13.0,0.375
378,42500000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,4.0,7.0,5.0,0.5714285714285714
379,12500000,No/Rare Powercut,Furnished,3,Resale,Residential House,4,Water Availability 24 Hours Available,N,0.0,2.0,10.0,0.0
380,2100000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,1.0,20.0,28.0,0.05
381,7500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,3.0,30.0,11.0,0.1
382,3100000,No/Rare Powercut,Furnished,3,Resale,Residential House,3,Water Availability 24 Hours Available,Y,2.0,8.0,11.0,0.25
383,21000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,22.0,10.0,0.22727272727272727
384,23700000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,36.0,90.0,36.0,0.4
385,14000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,16.0,29.0,11.0,0.5517241379310345
386,26500000,No/Rare Powercut,Unfurnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,4.0,10.0,3.0,0.4
387,22000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,22.0,23.0,19.0,0.9565217391304348
388,20000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,7.0,7.0,10.0,1.0
389,39500000,No/Rare Powercut,Semi-Furnished,3,Resale,Builder Floor Apartment,3,Water Availability 24 Hours Available,N,3.0,4.0,14.444773175542407,0.75
390,21000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,27.0,55.0,28.0,0.4909090909090909
391,13000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,7.0,13.0,13.0,0.5384615384615384
392,27000000,No/Rare Powercut,Unfurnished,4,New Property,Apartment,4,Water Availability 24 Hours Available,Y,9.0,29.0,13.0,0.3103448275862069
393,55555555,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,5.0,7.0,7.0,0.7142857142857143
394,22500000,No/Rare Powercut,Furnished,5,Resale,Villa,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,4.0,0.49096401229102654
395,30000000,No/Rare Powercut,Furnished,3,Resale,Penthouse,4,Water Availability 24 Hours Available,Y,5.0,6.0,8.0,0.8333333333333334
396,17800000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,17.0,22.0,9.0,0.7727272727272727
397,7400000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,35.0,39.0,22.0,0.8974358974358975
398,59000000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,3.0,29.0,14.0,0.10344827586206896
399,19500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,10.0,30.0,25.0,0.3333333333333333
400,14500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,20.0,35.0,10.0,0.5714285714285714
401,170000000,Less Than 2 Hour Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,30.0,60.0,24.0,0.5
402,68600000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,25.0,39.0,14.0,0.6410256410256411
